chr	gene_id	gene_name	start	end	gene_type
8	ENSG00000061337	LZTS1	20246165	20303963	protein_coding
8	ENSG00000070718	AP3M2	42153063	42171183	protein_coding
8	ENSG00000206579	XKR4	55102028	55542054	protein_coding
8	ENSG00000167904	TMEM68	55738758	55773378	protein_coding
8	ENSG00000137574	TGS1	55773446	55826445	protein_coding
8	ENSG00000275591	XKR5	6808517	6835524	protein_coding
8	ENSG00000164825	DEFB1	6870592	6877936	protein_coding
8	ENSG00000164822	DEFA6	6924697	6926076	protein_coding
8	ENSG00000164821	DEFA4	6935820	6938306	protein_coding
8	ENSG00000206047	DEFA1	6977649	6980092	protein_coding
8	ENSG00000215371	DEFB108C	7373114	7377500	protein_coding
8	ENSG00000177257	DEFB4B	7414855	7416863	protein_coding
8	ENSG00000164871	SPAG11B	7450603	7463542	protein_coding
8	ENSG00000205189	ZBTB10	80486226	80526265	protein_coding
8	ENSG00000164930	FZD6	103298898	103332866	protein_coding
8	ENSG00000164934	DCAF13	103415386	103443453	protein_coding
8	ENSG00000008513	ST3GAL1	133454848	133571887	protein_coding
8	ENSG00000169436	COL22A1	138588235	138914041	protein_coding
8	ENSG00000181790	ADGRB1	142449649	142545007	protein_coding
8	ENSG00000198576	ARC	142611049	142614479	protein_coding
8	ENSG00000175806	MSRA	10054292	10428891	protein_coding
8	ENSG00000253649	PRSS51	10496326	10517983	protein_coding
8	ENSG00000184647	PRSS55	10525532	10538819	protein_coding
8	ENSG00000183638	RP1L1	10606349	10655143	protein_coding
8	ENSG00000171060	C8orf74	10672628	10700590	protein_coding
8	ENSG00000171056	SOX7	10723768	10730511	protein_coding
8	ENSG00000258724	PINX1	10725399	10839847	protein_coding
8	ENSG00000254093	PINX1	10764961	10839875	protein_coding
8	ENSG00000171044	XKR6	10896045	11201833	protein_coding
8	ENSG00000154319	FAM167A	11421476	11466753	protein_coding
8	ENSG00000136573	BLK	11494387	11564599	protein_coding
8	ENSG00000079459	FDFT1	11802741	11839298	protein_coding
8	ENSG00000164733	CTSB	11842524	11868087	protein_coding
8	ENSG00000233050	DEFB130B	12064389	12071747	protein_coding
8	ENSG00000186523	FAM86B1	12182106	12194082	protein_coding
8	ENSG00000147724	FAM135B	138130023	138497261	protein_coding
8	ENSG00000066827	ZFAT	134477788	134713031	protein_coding
8	ENSG00000215354	FAM90A24P	8019429	8024652	protein_coding
8	ENSG00000275342	PRAG1	8317736	8386439	protein_coding
8	ENSG00000173273	TNKS	9555912	9782346	protein_coding
8	ENSG00000253958	CLDN23	8701937	8704096	protein_coding
8	ENSG00000147324	MFHAS1	8783354	8893630	protein_coding
8	ENSG00000104626	ERI1	9002897	9033338	protein_coding
8	ENSG00000173281	PPP1R3B	9136255	9150658	protein_coding
9	ENSG00000120158	RCL1	4792944	4861066	protein_coding
9	ENSG00000183354	KIAA2026	5919022	6008482	protein_coding
9	ENSG00000044459	CNTLN	17135040	17503923	protein_coding
9	ENSG00000188133	TMEM215	32783540	32789201	protein_coding
9	ENSG00000137040	RANBP6	6011025	6015624	protein_coding
9	ENSG00000147885	IFNA16	21216373	21217311	protein_coding
9	ENSG00000176399	DMRTA1	22446824	22455740	protein_coding
9	ENSG00000147874	HAUS6	19053141	19102904	protein_coding
9	ENSG00000122692	SMU1	33041765	33076674	protein_coding
9	ENSG00000164985	PSIP1	15464066	15510970	protein_coding
9	ENSG00000137074	APTX	32972616	33001628	protein_coding
9	ENSG00000164989	CCDC171	15553043	15974037	protein_coding
9	ENSG00000147854	UHRF2	6413199	6507054	protein_coding
9	ENSG00000107295	SH3GL2	17579066	17797124	protein_coding
9	ENSG00000214042	IFNA7	21201469	21202205	protein_coding
9	ENSG00000153714	LURAP1L	12775020	12823060	protein_coding
9	ENSG00000086102	NFX1	33290516	33371157	protein_coding
9	ENSG00000107105	ELAVL2	23690104	23826240	protein_coding
9	ENSG00000137106	GRHPR	37422696	37436990	protein_coding
9	ENSG00000119121	TRPM6	74722495	74887921	protein_coding
9	ENSG00000196092	PAX5	36833269	37034268	protein_coding
9	ENSG00000156052	GNAQ	77716097	78031811	protein_coding
9	ENSG00000165092	ALDH1A1	72900671	72953053	protein_coding
9	ENSG00000155621	C9orf85	71911639	71973457	protein_coding
9	ENSG00000197506	SLC28A3	84275457	84340758	protein_coding
9	ENSG00000204612	FOXB2	77019655	77020953	protein_coding
9	ENSG00000154330	PGM5	68356611	68531061	protein_coding
9	ENSG00000135069	PSAT1	78297125	78330093	protein_coding
9	ENSG00000148057	IDNK	83623143	83644123	protein_coding
9	ENSG00000165105	RASEF	82979590	83063142	protein_coding
9	ENSG00000106733	NMRK1	75060577	75088155	protein_coding
9	ENSG00000137054	POLR1E	37485948	37503697	protein_coding
9	ENSG00000135052	GOLM1	86026146	86099558	protein_coding
9	ENSG00000083223	TUT7	86287733	86354410	protein_coding
9	ENSG00000107165	TYRP1	12693385	12710285	protein_coding
9	ENSG00000156049	GNA14	77423079	77648322	protein_coding
9	ENSG00000107372	ZFAND5	72351413	72365208	protein_coding
9	ENSG00000156017	CARNMT1	74980790	75028293	protein_coding
9	ENSG00000168795	ZBTB5	37438102	37465450	protein_coding
9	ENSG00000135040	NAA35	85941146	86025462	protein_coding
9	ENSG00000187559	FOXD4L3	68302867	68305084	protein_coding
9	ENSG00000165233	CARD19	93096217	93113283	protein_coding
9	ENSG00000134996	OSTF1	75088514	75147265	protein_coding
9	ENSG00000172159	FRMD3	83244622	83538401	protein_coding
9	ENSG00000135048	CEMIP2	71683366	71768513	protein_coding
9	ENSG00000130222	GADD45G	89605012	89606555	protein_coding
9	ENSG00000135045	C9orf40	74946583	74952912	protein_coding
9	ENSG00000136842	TMOD1	97501666	97601743	protein_coding
9	ENSG00000136929	HEMGN	97926791	97938172	protein_coding
9	ENSG00000135018	UBQLN1	83659968	83707958	protein_coding
9	ENSG00000136891	TEX10	100302084	100352942	protein_coding
9	ENSG00000198785	GRIN3A	101569352	101738647	protein_coding
9	ENSG00000155833	CYLC2	102995333	103018488	protein_coding
9	ENSG00000165030	NFIL3	91409045	91423832	protein_coding
9	ENSG00000095209	TMEM38B	105694541	105776629	protein_coding
9	ENSG00000131668	BARX1	93951627	93955355	protein_coding
9	ENSG00000136810	TXN	110243810	110256507	protein_coding
9	ENSG00000204711	CFAP95	69820817	69906227	protein_coding
9	ENSG00000131669	NINJ1	93121496	93134251	protein_coding
9	ENSG00000197969	VPS13A	77177534	77421537	protein_coding
9	ENSG00000165072	MAMDC2	70043848	70226972	protein_coding
9	ENSG00000119318	RAD23B	107283279	107332189	protein_coding
9	ENSG00000136944	LMX1B	126613928	126701032	protein_coding
9	ENSG00000196730	DAPK1	87497867	87708634	protein_coding
9	ENSG00000204193	TXNDC8	110303476	110337863	protein_coding
9	ENSG00000136925	TSTD2	97600080	97633368	protein_coding
9	ENSG00000078725	BRINP1	119166629	119369435	protein_coding
9	ENSG00000148123	PLPPR1	101028727	101325135	protein_coding
9	ENSG00000136937	NCBP1	97633821	97673748	protein_coding
9	ENSG00000135046	ANXA1	73151865	73170393	protein_coding
9	ENSG00000185775	SPATA31A6	42183659	42189887	protein_coding
9	ENSG00000187210	GCNT1	76459182	76507416	protein_coding
9	ENSG00000086061	DNAJA1	33025273	33039907	protein_coding
9	ENSG00000204669	C9orf57	72051376	72060613	protein_coding
9	ENSG00000196781	TLE1	81583683	81689547	protein_coding
9	ENSG00000148331	ASB6	129634605	129642151	protein_coding
9	ENSG00000180447	GAS1	86944362	86947506	protein_coding
9	ENSG00000127084	FGD3	92947523	93036233	protein_coding
9	ENSG00000137038	DMAC1	7796500	7799778	protein_coding
9	ENSG00000119509	INVS	100099243	100302175	protein_coding
9	ENSG00000136824	SMC2	104094309	104141419	protein_coding
9	ENSG00000251349	MSANTD3-TMEFF1	100442271	100577636	protein_coding
9	ENSG00000157303	SUSD3	93058701	93085133	protein_coding
9	ENSG00000148200	NR6A1	124517275	124771311	protein_coding
9	ENSG00000148175	STOM	121338987	121370250	protein_coding
9	ENSG00000165025	SYK	90801819	90898549	protein_coding
9	ENSG00000106723	SPIN1	88388444	88478694	protein_coding
9	ENSG00000187742	SECISBP2	89318500	89359663	protein_coding
9	ENSG00000186803	IFNA10	21206181	21207143	protein_coding
9	ENSG00000196739	COL27A1	114155537	114312511	protein_coding
9	ENSG00000136942	RPL35	124857883	124861957	protein_coding
9	ENSG00000241697	TMEFF1	100473149	100577636	protein_coding
9	ENSG00000136826	KLF4	107484852	107489769	protein_coding
9	ENSG00000167157	PRRX2	129665647	129722674	protein_coding
9	ENSG00000135070	ISCA1	86264546	86282538	protein_coding
9	ENSG00000178919	FOXE1	97853226	97856717	protein_coding
9	ENSG00000160563	MED27	131860112	132079867	protein_coding
9	ENSG00000136950	ARPC5L	124862130	124877733	protein_coding
9	ENSG00000147872	PLIN2	19115761	19127492	protein_coding
9	ENSG00000186350	RXRA	134326455	134440585	protein_coding
9	ENSG00000167081	PBX3	125747373	125967377	protein_coding
9	ENSG00000119487	MAPKAP1	125437394	125707208	protein_coding
9	ENSG00000136940	PDCL	122818097	122828588	protein_coding
9	ENSG00000119471	HSDL2	112380108	112472405	protein_coding
9	ENSG00000169071	ROR2	91722601	91950228	protein_coding
9	ENSG00000165113	GKAP1	83739425	83817769	protein_coding
9	ENSG00000136935	GOLGA1	124878275	124941083	protein_coding
9	ENSG00000130559	CAMSAP1	135808487	135907546	protein_coding
9	ENSG00000198963	RORB	74497335	74693177	protein_coding
9	ENSG00000070159	PTPN3	109375700	109498307	protein_coding
9	ENSG00000165304	MELK	36572895	36677682	protein_coding
9	ENSG00000181090	EHMT1	137619005	137836127	protein_coding
9	ENSG00000107290	SETX	132261356	132354986	protein_coding
9	ENSG00000148344	PTGES	129738349	129753042	protein_coding
9	ENSG00000136828	RALGPS1	126914782	127223166	protein_coding
9	ENSG00000196814	MVB12B	126326829	126507040	protein_coding
9	ENSG00000182752	PAPPA	116153791	116402321	protein_coding
9	ENSG00000185585	OLFML2A	124777133	124814882	protein_coding
9	ENSG00000170681	CAVIN4	100578079	100588389	protein_coding
9	ENSG00000136928	GABBR2	98288109	98708935	protein_coding
9	ENSG00000136856	SLC2A8	127397169	127407898	protein_coding
9	ENSG00000196152	ZNF79	127424382	127445372	protein_coding
9	ENSG00000197958	RPL12	127447674	127451406	protein_coding
9	ENSG00000136830	NIBAN2	127505343	127569073	protein_coding
9	ENSG00000187024	PTRH1	127713807	127715663	protein_coding
9	ENSG00000160401	CFAP157	127706988	127716002	protein_coding
9	ENSG00000167094	TTC16	127716079	127731590	protein_coding
9	ENSG00000160404	TOR2A	127731524	127735294	protein_coding
9	ENSG00000095370	SH2D3C	127738317	127778666	protein_coding
9	ENSG00000136807	CDK9	127786034	127790792	protein_coding
9	ENSG00000136877	FPGS	127802882	127814081	protein_coding
9	ENSG00000122694	GLIPR2	36136733	36163906	protein_coding
9	ENSG00000185972	CCIN	36169388	36171334	protein_coding
9	ENSG00000171169	NAIF1	128061233	128067320	protein_coding
9	ENSG00000148346	LCN2	128149453	128153453	protein_coding
9	ENSG00000171159	BBLN	128160265	128163924	protein_coding
9	ENSG00000167112	TRUB2	128305159	128322447	protein_coding
9	ENSG00000167113	COQ4	128322839	128334072	protein_coding
9	ENSG00000167114	SLC27A4	128340527	128361470	protein_coding
9	ENSG00000167118	URM1	128371374	128392016	protein_coding
9	ENSG00000187791	FAM205C	34889066	34895764	protein_coding
9	ENSG00000198000	NOL8	92297358	92325350	protein_coding
9	ENSG00000106809	OGN	92383268	92404578	protein_coding
9	ENSG00000106819	ASPN	92456205	92482506	protein_coding
9	ENSG00000165115	KIF27	83834099	83921432	protein_coding
9	ENSG00000165118	C9orf64	83938311	83956742	protein_coding
9	ENSG00000159884	CCDC107	35658292	35661511	protein_coding
9	ENSG00000137135	ARHGEF39	35659343	35665195	protein_coding
9	ENSG00000198467	TPM2	35682932	35689925	protein_coding
9	ENSG00000107175	CREB3	35732666	35736999	protein_coding
9	ENSG00000070610	GBA2	35736866	35749228	protein_coding
9	ENSG00000107185	RGP1	35749287	35758585	protein_coding
9	ENSG00000215183	MSMP	35752990	35754276	protein_coding
9	ENSG00000137098	SPAG8	35809795	35812262	protein_coding
9	ENSG00000137133	HINT2	35812960	35815042	protein_coding
9	ENSG00000137103	TMEM8B	35829228	35865515	protein_coding
9	ENSG00000204930	FAM221B	35816391	35828732	protein_coding
9	ENSG00000196196	HRCT1	35906202	35907136	protein_coding
9	ENSG00000235387	SPAAR	35909490	35911686	protein_coding
9	ENSG00000278889	OR2S2	35957108	35958154	protein_coding
9	ENSG00000171843	MLLT3	20341669	20622499	protein_coding
9	ENSG00000187609	EXD3	137306896	137423162	protein_coding
9	ENSG00000188833	ENTPD8	137434364	137441357	protein_coding
9	ENSG00000130653	PNPLA7	137459952	137550402	protein_coding
9	ENSG00000182154	MRPL41	137551879	137552555	protein_coding
9	ENSG00000148399	DPH7	137554444	137578925	protein_coding
9	ENSG00000165724	ZMYND19	137582081	137590512	protein_coding
9	ENSG00000197070	ARRDC1	137605686	137615360	protein_coding
9	ENSG00000137090	DMRT1	841697	969090	protein_coding
9	ENSG00000064218	DMRT3	976655	991732	protein_coding
9	ENSG00000188938	FAM120AOS	93443332	93453581	protein_coding
9	ENSG00000056558	TRAF1	120902393	120926796	protein_coding
9	ENSG00000136897	MRPL50	101387633	101398618	protein_coding
9	ENSG00000165152	PGAP4	101473170	101487173	protein_coding
9	ENSG00000155827	RNF20	101533853	101563344	protein_coding
9	ENSG00000188386	PPP3R2	101591604	101594969	protein_coding
9	ENSG00000136881	BAAT	101360417	101385006	protein_coding
9	ENSG00000120159	CAAP1	26840685	26892802	protein_coding
9	ENSG00000137055	PLAA	26903372	26947242	protein_coding
9	ENSG00000184434	LRRC19	26993136	27005672	protein_coding
9	ENSG00000120160	EQTN	27284654	27297150	protein_coding
9	ENSG00000178445	GLDC	6532467	6645729	protein_coding
9	ENSG00000136936	XPA	97674909	97697340	protein_coding
9	ENSG00000165802	NSMF	137447570	137459334	protein_coding
9	ENSG00000173611	SCAI	124942608	125143528	protein_coding
9	ENSG00000154529	CNTNAP3B	41890536	42129426	protein_coding
9	ENSG00000148019	CEP78	78236075	78279690	protein_coding
9	ENSG00000148090	AUH	91213823	91361918	protein_coding
9	ENSG00000119125	GDA	72149440	72252224	protein_coding
9	ENSG00000096968	JAK2	4985272	5129948	protein_coding
9	ENSG00000106868	SUSD1	112040783	112175297	protein_coding
9	ENSG00000165091	TMC1	72521608	72838297	protein_coding
9	ENSG00000181778	TMEM252	68536580	68540883	protein_coding
9	ENSG00000136895	GARNL3	127264774	127393660	protein_coding
9	ENSG00000159069	FBXW5	136940435	136944738	protein_coding
9	ENSG00000176919	C8G	136945243	136946975	protein_coding
9	ENSG00000184925	LCN12	136952273	136955497	protein_coding
9	ENSG00000107317	PTGDS	136977504	136981742	protein_coding
9	ENSG00000214402	LCNL1	136982993	136985758	protein_coding
9	ENSG00000148362	PAXX	136992422	136993976	protein_coding
9	ENSG00000169583	CLIC3	136994608	136996568	protein_coding
9	ENSG00000180549	FUT7	137030174	137032088	protein_coding
9	ENSG00000107281	NPDC1	137039463	137046177	protein_coding
9	ENSG00000054179	ENTPD2	137048107	137054061	protein_coding
9	ENSG00000186193	SAPCD2	137062127	137070557	protein_coding
9	ENSG00000197355	UAP1L1	137077517	137084538	protein_coding
9	ENSG00000261793	ENSG00000261793	137168854	137171984	protein_coding
9	ENSG00000185863	TMEM210	137170858	137172056	protein_coding
9	ENSG00000176248	ANAPC2	137174784	137188560	protein_coding
9	ENSG00000176101	SSNA1	137188676	137190366	protein_coding
9	ENSG00000176058	TPRN	137191619	137200741	protein_coding
9	ENSG00000187713	TMEM203	137204082	137205648	protein_coding
9	ENSG00000233198	RNF224	137227502	137229640	protein_coding
9	ENSG00000198569	SLC34A3	137230901	137236555	protein_coding
9	ENSG00000188229	TUBB4B	137241287	137243707	protein_coding
9	ENSG00000188163	FAM166A	137243599	137247751	protein_coding
9	ENSG00000188986	NELFB	137255327	137273542	protein_coding
9	ENSG00000198113	TOR4A	137277726	137282641	protein_coding
9	ENSG00000198435	NRARP	137299631	137302271	protein_coding
9	ENSG00000120156	TEK	27109225	27230174	protein_coding
9	ENSG00000148143	ZNF462	106863166	107013634	protein_coding
9	ENSG00000148156	ACTL7B	108854588	108855986	protein_coding
9	ENSG00000187003	ACTL7A	108862266	108863756	protein_coding
9	ENSG00000070061	ELP1	108867517	108934124	protein_coding
9	ENSG00000119328	ABITRAM	108934400	108940954	protein_coding
9	ENSG00000119326	CTNNAL1	108942577	109013499	protein_coding
9	ENSG00000288570	ENSG00000288570	130713626	130713724	protein_coding
9	ENSG00000188710	QRFP	130892707	130896812	protein_coding
9	ENSG00000130720	FIBCD1	130902440	130939247	protein_coding
9	ENSG00000130711	PRDM12	130664594	130682983	protein_coding
9	ENSG00000188483	IER5L	129175552	129178261	protein_coding
9	ENSG00000235007	ENSG00000235007	129139413	129210562	protein_coding
9	ENSG00000204849	SPATA31A1	39355669	39361962	protein_coding
9	ENSG00000283886	ENSG00000283886	39816599	39874562	protein_coding
9	ENSG00000119457	SLC46A2	112878920	112890876	protein_coding
9	ENSG00000136867	SLC31A2	113151007	113164140	protein_coding
9	ENSG00000165204	OR1K1	122800123	122801073	protein_coding
9	ENSG00000056586	RC3H2	122844556	122905359	protein_coding
9	ENSG00000186130	ZBTB6	122908056	122913323	protein_coding
9	ENSG00000171448	ZBTB26	122915566	122931512	protein_coding
9	ENSG00000011454	RABGAP1	122941020	123104866	protein_coding
9	ENSG00000165209	STRBP	123121617	123268586	protein_coding
9	ENSG00000285130	ENSG00000285130	69035750	69255187	protein_coding
9	ENSG00000165060	FXN	69035752	69079076	protein_coding
9	ENSG00000119139	TJP2	69174277	69255208	protein_coding
9	ENSG00000172889	EGFL7	136662916	136672678	protein_coding
9	ENSG00000165716	DIPK1B	136712572	136724742	protein_coding
9	ENSG00000187922	LCN10	136738170	136742940	protein_coding
9	ENSG00000267206	LCN6	136744017	136748525	protein_coding
9	ENSG00000177984	LCN15	136759634	136764518	protein_coding
9	ENSG00000244187	TMEM141	136791344	136793317	protein_coding
9	ENSG00000213213	CCDC183	136796338	136807741	protein_coding
9	ENSG00000196642	RABL6	136807948	136841187	protein_coding
9	ENSG00000054148	PHPT1	136849409	136851024	protein_coding
9	ENSG00000177943	MAMDC4	136852346	136860799	protein_coding
9	ENSG00000107223	EDF1	136862119	136866308	protein_coding
9	ENSG00000165689	ENTR1	136401922	136410614	protein_coding
9	ENSG00000148384	INPP5E	136428619	136439845	protein_coding
9	ENSG00000106701	FSD1L	105448034	105552433	protein_coding
9	ENSG00000186051	TAL2	105662457	105663124	protein_coding
9	ENSG00000156345	CDK20	87966441	87974533	protein_coding
9	ENSG00000135049	AGTPBP1	85546539	85741954	protein_coding
9	ENSG00000205442	IZUMO3	24542952	24545897	protein_coding
9	ENSG00000165185	KIAA1958	112486827	112669397	protein_coding
9	ENSG00000136866	ZFP37	113038377	113056724	protein_coding
9	ENSG00000148335	NTMT1	129626163	129636135	protein_coding
9	ENSG00000066697	MSANTD3	100427143	100451734	protein_coding
9	ENSG00000130558	OLFM1	135087668	135121180	protein_coding
9	ENSG00000147905	ZCCHC7	37120574	37358149	protein_coding
9	ENSG00000107362	ABHD17B	71865152	71911193	protein_coding
9	ENSG00000165059	PRKACG	69012504	69014113	protein_coding
9	ENSG00000107077	KDM4C	6757973	7175648	protein_coding
9	ENSG00000196873	ZNG1C	68241983	68300035	protein_coding
9	ENSG00000276581	SPATA31A5	60914407	60920653	protein_coding
9	ENSG00000119314	PTBP3	112218435	112333619	protein_coding
9	ENSG00000106692	FKTN	105558131	105641118	protein_coding
9	ENSG00000147912	FBXO10	37510892	37576380	protein_coding
9	ENSG00000175768	TOMM5	37588413	37592597	protein_coding
9	ENSG00000070601	FRMPD1	37650954	37746904	protein_coding
9	ENSG00000165275	TRMT10B	37753805	37778972	protein_coding
9	ENSG00000107371	EXOSC3	37779714	37785064	protein_coding
9	ENSG00000122741	DCAF10	37800797	37867664	protein_coding
9	ENSG00000122696	SLC25A51	37887604	37904127	protein_coding
9	ENSG00000107338	SHB	37915898	38069227	protein_coding
9	ENSG00000126878	AIF1L	131096531	131123144	protein_coding
9	ENSG00000050555	LAMC3	131009174	131094473	protein_coding
9	ENSG00000130717	UCK1	131523801	131531263	protein_coding
9	ENSG00000106992	AK1	127866486	127877675	protein_coding
9	ENSG00000136840	ST6GALNAC4	127907886	127917041	protein_coding
9	ENSG00000167103	PIP5KL1	127920881	127930777	protein_coding
9	ENSG00000136908	DPM2	127935099	127937854	protein_coding
9	ENSG00000167106	EEIG1	127940582	127980989	protein_coding
9	ENSG00000158122	PRXL2C	96639577	96655317	protein_coding
9	ENSG00000196597	ZNF782	96816269	96854514	protein_coding
9	ENSG00000188152	NUTM2G	96928843	96939416	protein_coding
9	ENSG00000119421	NDUFA8	122144058	122159779	protein_coding
9	ENSG00000185681	MORN5	122159908	122200083	protein_coding
9	ENSG00000119446	RBM18	122237622	122264840	protein_coding
9	ENSG00000148187	MRRF	122264882	122331337	protein_coding
9	ENSG00000107186	MPDZ	13105707	13279692	protein_coding
9	ENSG00000160539	PLPP7	131289723	131309261	protein_coding
9	ENSG00000157693	TMEM268	114611291	114646422	protein_coding
9	ENSG00000230054	TEX53	114656304	114657805	protein_coding
9	ENSG00000230601	TEX48	114666434	114682192	protein_coding
9	ENSG00000181634	TNFSF15	114784652	114806039	protein_coding
9	ENSG00000136888	ATP6V1G1	114587769	114598879	protein_coding
9	ENSG00000095261	PSMD5	120816053	120842922	protein_coding
9	ENSG00000119403	PHF19	120855651	120877188	protein_coding
9	ENSG00000119401	TRIM32	116687305	116701299	protein_coding
9	ENSG00000147869	CER1	14719724	14722733	protein_coding
9	ENSG00000107341	UBE2R2	33817160	33920399	protein_coding
9	ENSG00000198876	DCAF12	34086387	34126698	protein_coding
9	ENSG00000135047	CTSL	87726119	87731469	protein_coding
9	ENSG00000164946	FREM1	14737152	14910428	protein_coding
9	ENSG00000148334	PTGES2	128120693	128127729	protein_coding
9	ENSG00000198887	SMC5	70258978	70354873	protein_coding
9	ENSG00000186881	OR13F1	104504263	104505222	protein_coding
9	ENSG00000148136	OR13C4	104526253	104527209	protein_coding
9	ENSG00000186943	OR13C8	104569168	104570130	protein_coding
9	ENSG00000277556	OR13C5	104598457	104599413	protein_coding
9	ENSG00000276119	OR13C2	104604671	104605627	protein_coding
9	ENSG00000136839	OR13C9	104617248	104618204	protein_coding
9	ENSG00000136783	NIPSNAP3A	104747683	104760120	protein_coding
9	ENSG00000165028	NIPSNAP3B	104764129	104777764	protein_coding
9	ENSG00000165029	ABCA1	104781006	104928155	protein_coding
9	ENSG00000136918	WDR38	124853460	124857878	protein_coding
9	ENSG00000188394	GPR21	123033667	123035665	protein_coding
9	ENSG00000260230	FRRS1L	109130293	109167249	protein_coding
9	ENSG00000096872	IFT74	26956412	27066134	protein_coding
9	ENSG00000175893	ZDHHC21	14611071	14693432	protein_coding
9	ENSG00000174038	C9orf131	35042240	35045986	protein_coding
9	ENSG00000165283	STOML2	35099778	35103131	protein_coding
9	ENSG00000005238	ATOSB	35104117	35115862	protein_coding
9	ENSG00000155875	SAXO1	18927650	19033209	protein_coding
9	ENSG00000155876	RRAGA	19049427	19051025	protein_coding
9	ENSG00000178031	ADAMTSL1	18474153	18910950	protein_coding
9	ENSG00000122735	DNAI1	34458805	34520984	protein_coding
9	ENSG00000168913	ENHO	34521043	34522990	protein_coding
9	ENSG00000122756	CNTFR	34551433	34589724	protein_coding
9	ENSG00000164967	RPP25L	34610495	34612097	protein_coding
9	ENSG00000137100	DCTN3	34613546	34620495	protein_coding
9	ENSG00000213930	GALT	34646675	34651035	protein_coding
9	ENSG00000213927	CCL27	34661890	34662657	protein_coding
9	ENSG00000187186	ENSG00000187186	34664163	34666045	protein_coding
9	ENSG00000172724	CCL19	34689570	34691276	protein_coding
9	ENSG00000137077	CCL21	34709005	34710136	protein_coding
9	ENSG00000205108	FAM205A	34723053	34729488	protein_coding
9	ENSG00000147955	SIGMAR1	34634722	34637787	protein_coding
9	ENSG00000148308	GTF3C5	133030997	133058503	protein_coding
9	ENSG00000170835	CEL	133061981	133071861	protein_coding
9	ENSG00000160271	RALGDS	133097722	133121240	protein_coding
9	ENSG00000285245	ENSG00000285245	133098121	133163914	protein_coding
9	ENSG00000148288	GBGT1	133152948	133163914	protein_coding
9	ENSG00000175164	ABO	133255602	133275214	protein_coding
9	ENSG00000148296	SURF6	133328776	133336188	protein_coding
9	ENSG00000148297	MED22	133338312	133348131	protein_coding
9	ENSG00000148303	RPL7A	133348218	133351426	protein_coding
9	ENSG00000148290	SURF1	133351758	133356487	protein_coding
9	ENSG00000148291	SURF2	133356550	133361158	protein_coding
9	ENSG00000148248	SURF4	133361464	133376060	protein_coding
9	ENSG00000198870	STKLD1	133376366	133406096	protein_coding
9	ENSG00000148300	REXO4	133406062	133418010	protein_coding
9	ENSG00000160325	CACFD1	133459978	133470848	protein_coding
9	ENSG00000160326	SLC2A6	133471094	133479099	protein_coding
9	ENSG00000136943	CTSV	97029677	97039142	protein_coding
9	ENSG00000122707	RECK	36036913	36124455	protein_coding
9	ENSG00000159921	GNE	36214441	36258448	protein_coding
9	ENSG00000119414	PPP6C	125146573	125189803	protein_coding
9	ENSG00000136933	RABEPK	125200542	125234161	protein_coding
9	ENSG00000044574	HSPA5	125234853	125241343	protein_coding
9	ENSG00000122729	ACO1	32384643	32454769	protein_coding
9	ENSG00000165264	NDUFB6	32553001	32573159	protein_coding
9	ENSG00000122728	TAF1L	32629454	32635669	protein_coding
9	ENSG00000107201	RIGI	32455302	32526196	protein_coding
9	ENSG00000288684	ENSG00000288684	32455323	32552568	protein_coding
9	ENSG00000197579	TOPORS	32540544	32552586	protein_coding
9	ENSG00000148400	NOTCH1	136494433	136546048	protein_coding
9	ENSG00000125484	GTF3C4	132670464	132694953	protein_coding
9	ENSG00000165695	AK8	132725578	132878284	protein_coding
9	ENSG00000165698	SPACA9	132878898	132890030	protein_coding
9	ENSG00000165702	GFI1B	132978694	132991687	protein_coding
9	ENSG00000170122	FOXD4	116231	118417	protein_coding
9	ENSG00000148356	LRSAM1	127451510	127503499	protein_coding
9	ENSG00000165280	VCP	35056064	35072625	protein_coding
9	ENSG00000168263	KCNV2	2717510	2730037	protein_coding
9	ENSG00000147852	VLDLR	2621787	2660056	protein_coding
9	ENSG00000148341	SH3GLB2	129007036	129028331	protein_coding
9	ENSG00000167130	DOLPP1	129081111	129090438	protein_coding
9	ENSG00000160447	PKN3	128702503	128720916	protein_coding
9	ENSG00000160446	ZDHHC12	128720873	128724127	protein_coding
9	ENSG00000160445	ZER1	128729786	128771927	protein_coding
9	ENSG00000107021	TBC1D13	128787253	128810430	protein_coding
9	ENSG00000167136	ENDOG	128818500	128822676	protein_coding
9	ENSG00000198917	SPOUT1	128819651	128829794	protein_coding
9	ENSG00000286112	ENSG00000286112	128819663	128881931	protein_coding
9	ENSG00000171097	KYAT1	128832942	128881950	protein_coding
9	ENSG00000136802	LRRC8A	128882133	128918039	protein_coding
9	ENSG00000175287	PHYHD1	128920982	128942038	protein_coding
9	ENSG00000251184	ENSG00000251184	128941478	128957021	protein_coding
9	ENSG00000175283	DOLK	128945530	128947603	protein_coding
9	ENSG00000095319	NUP188	128947699	129007096	protein_coding
9	ENSG00000095321	CRAT	129094794	129110793	protein_coding
9	ENSG00000119333	DYNC2I2	128633653	128656847	protein_coding
9	ENSG00000187764	SEMA4D	89377235	89498113	protein_coding
9	ENSG00000081386	ZNF510	96754553	96778087	protein_coding
9	ENSG00000148219	ASTN2	116423112	117415057	protein_coding
